id,name,contact_info,expertise,membership,experience,style_approach,availability,created_at,updated_at
214,"??Jackie Elliman FRSA, FCIArb, FCIArb(Med)",antoniohuff@miller.com,"Mediator with almost twenty years’ experience mediating a wide range of disputes, in particular, commercial, community, employment, and workplace mediations. I have particular expertise in working with creative practitioners and micro-businesses. As a qualified lawyer working in the not-for-profit sector, I have mediated breaches of contract, governance issues, IP cases, and employment and workplace disputes.Country of Practice UKLanguages English","Accredited Mediator: Centre for Effective Dispute Resolution(CEDR) 2004Diploma in Arbitration: Chartered Institute of Arbitrators (CIArb) 2006Community Mediation training with Lambeth Mediation Service 2010CEDR Workplace Mediation conversion course 2021World Intellectual Property Organisation: IP Mediation training 2010Mediation Panel Memberships: Civil Mediation Council; CIArb; WIPO; ADR/ODR.Other Memberships: Fellow & former Trustee of the Royal Society for the Encouragement of the Arts, Manufactures & Commerce.","Current employer, since 2002: The Independent Theatre Council (“ITC”). Job title: Legal & Industrial Relations Manager (Part Time)ITC is a management body with 400 members – performing arts companies and individual producers. I have used my mediation skills to mediate disputes, set up mediations for members, and act as parties’ representative in mediations. I also find myself using these skillls in advice work where queries often relate to disputes of various kinds, including employment issues, workplace conflict, contractual and Intellectual Property rights. I negotiated the inclusion of mediation clauses in ITC collective national agreements, something that has also become standard practice in the rest of the sector.Previous employers: I have worked for the theatre management bodies UKTheatre & SOLT, for Equity (the performers union), and ran my own business for several years, offering admin and marketing services to the creative industries. I qualified as a lawyer and as a mediator in mid-life, whilst working.  Freelance clients ranged from small arts and media organisations to national bodies including the Heritage Lottery Fund, the New Producers Alliance, Birmingham Film & TV Festival, and the Crafts Council.","A key strength is my ability to make the parties to a mediation feel comfortable. I aim to give them a strong sense of ownership of their mediation, right from the start. Since I tend to see both sides of an argument, I work to enable mediation parties to be able to do this too.  Disputes that I have helped to resolve have included reconciling the two Directors of a small company, who were ready to part ways and dissolve their company; settling a dispute over an accidental overpayment, which had been ongoing for five years and a redundancy payment dispute where it was alleged that the claimant had breached restrictive covenants in his contract.   ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.442161,2024-05-26T09:44:17.442169
215,Jasbir Singh Bajaj,sarah03@hotmail.com,"Accredited Civil / Commercial Mediator, managing a Centre for Conflict Resolution and also a Centre of Excellence in ADR in India where Arbitration and Mediation proceedings and training programmes are conducted with qualified and internationally accredited trainers. The focus is on Commercial and Contractual Disputes resolution through Mediation and / or Arbitration.LanguagesEnglish, Hindi, Punjabi and Tamil","1. Senior Civil Servant in the highest civil service of India: Member of Indian Administrative Service (I.A.S.) from 24.08.1987 to 31.12.2018.2. Investigating Officer as Inspector of Police in Central Bureau of Investigation (C.B.I.) from 02.08.1980 to 31.05.19853. Presently Managing Partner in two law firms in India, Legal Intellects LLP- a full service law firm and KD Lex Chambers LLP- the Centre for Conflict Resolution and Centre of Excellence in ADR since 01.01.2019 till date KD Lex Chambers conducts mediations and also the training programmes with International Accreditation in Civil / Commercial Mediation in collaboration with ADR ODR International, UK, which provides accreditation from SIMI (Singapore International Mediation Institute (Singapore and CMC (Civil Mediation Council), UK.","1. Senior Civil Servant in the highest civil service of India: Member of Indian Administrative Service (I.A.S.) from 24.08.1987 to 31.12.2018.2. Investigating Officer as Inspector of Police in Central Bureau of Investigation (C.B.I.) from 02.08.1980 to 31.05.19853. Presently Managing Partner in two law firms in India, Legal Intellects LLP- a full service law firm and KD Lex Chambers LLP- the Centre for Conflict Resolution and Centre of Excellence in ADR since 01.01.2019 till date KD Lex Chambers conducts mediations and also the training programmes with International Accreditation in Civil / Commercial Mediation in collaboration with ADR ODR International, UK, which provides accreditation from SIMI (Singapore International Mediation Institute (Singapore and CMC (Civil Mediation Council), UK.","A crusader and among the pioneers in India to promote and revolutionize Mediation in India. A passionate mediator with a vision to take mediation in India to the international levels with highest degrees of trust, confidentiality, credibility, integrity and fair practices matching the best in mediation internationally. The basic traits of a trustworthy mediator as mentioned above are the passions of the mediator and not just merely the skills. Coupled with a robust career in civil service spreading over more than three decades and a strong academic background and skills developed through training provided by accredited trainers like ADR ODR International, mediator has the capabilities to handle any types of complex civil and commercial disputes arising out of contractual as well as non-contractual responsibilities.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.442861,2024-05-26T09:44:17.442868
216,Dr. Jim Robinson,johnsonangela@stone-kirby.info,"PropertyHousingLandEducationUnited Nations systemRule of law, non-state actors and legal systemsRights to Housing, Land and Property (HLP)Peacebuilding, International Relations, conflict, post-conflictDisplacement, forced migration, informal settlementLanguagesEnglish","Registered Mediator – Civil Mediation Council (Civil/Commercial)Community Mediator – Bristol MediationAlternative Dispute Resolution (Accredited Mediator) – School of Psychology and Psychotherapy, Regent’s University, London, UK (2017)Trustee/Member of the Board and Volunteer Community Mediator – Bristol Mediation (from 2017)Association of South West Mediators, MemberMediators Beyond Borders International, Member","As an analyst and researcher of mediation, conflict and disputes for many years, I am a committed advocate for the power of genuine dialogue to unlock even the most intractable of disputes. Increasing and broadening capacity is key, which is why I am also a passionate educator and trainer. I have worked within conflict transformation and training/learning environments for much of my professional life, across law, politics, development, humanitarian and peacebuilding sectors, and with lawmakers, policymakers, community members and leaders, business, activists, academics and government officials.As a research consultant for UN agencies, international organisations and NGOs, I have led on complex, multi-stakeholder projects including UN Peacekeeping corruption risks; Integrating Housing, Land and Property issues in Humanitarian, Transition and Development responses; Water and Violent Conflict in Somalia; Land and Agenda 2030 – Sustainable Development Goals; Locally-led development and peacebuilding. I have taught and led seminars for several years at the University of Bristol in both the Law School and the School for Sociology, Politics and International Studies. As with mediation, my approach to conflict transformation and education, is that the parties are best placed to develop their own solutions, to lead on their learning, and it is my role to support and enable that process.My PhD (Law, 2016) research on mediation processes in situations of violent conflict in Africa (DR Congo, Sudan, South Sudan, Liberia, Somalia), highlighted the need for understanding complex multi-interest situations and the possibility for innovative solutions in the most intractable of situations. This informs my mediation practice and my belief in this process.My professional experience includes consultancies and employment with:Global Protection Cluster and Solutions Alliance:UNHCR (United Nations High Commissioner for Refugees),UNDP (United Nations Development Programme),IOM (International Organisation for Migration),UN-Habitat,ICRC (Red Cross)Norwegian Refugee Council (NRC)Peace DirectTransparency InternationalWasafiri ConsultingUN-HabitatWorld HabitatThe University of Bristol","My belief is that mediation offers the parties the chance to understand their position, to seek solutions and to have the opportunity to explore every possibility open to them. I have seen this work effectively from international conflicts to neighbourly disputes. My experience enables me to combine the rigour and analysis of an academic researcher alongside an ability to listen and engage with people across cultures and circumstance. My mediation approach is friendly and welcoming. I bring a straight forward, empathetic and calming influence to any dispute situation. Through my commitment to self-reflection and a deep-held belief that there is always more to learn, more to discover, I hold and create safe and held spaces with discernment and sensitivity, whatever the dispute, whatever the setting.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.444593,2024-05-26T09:44:17.444606
217,John Abbott,angela38@howard-brown.org,"International and domestic mediation and arbitration, with particular experience in matters concerning commercial contractual disputes, including distributorship and supply contracts; construction and property disputes; shareholder and partnership disputes; and commercial landlord and tenant disputes.LanguagesEnglish","Qualified Mediator and ArbitratorAccredited by The London School of Mediation in 2015 and registered with the Civil Mediation Council:Member Chartered Institute of ArbitratorsA solicitor and a member of the Law Society since 1984A member of the property Litigation AssociationA practicing solicitor and is a partner in the Dispute Resolution department of Laytons LLP solicitors, London","I have over 30 years’ experience working in Dispute Resolution and Alternative Dispute Resolution, representing clients in litigation, arbitration and mediation as well as sitting as a mediator. I am presently a partner in the Dispute Resolution Team at Laytons LLP (London) where I undertake a wide range of complex commercial arbitration and litigation work. Before joining Laytons LLP, I had been a partner at Silverman Sherliker LLP for 20 years where I headed its Dispute Resolution Team and also served as its managing partner. During my career I have been involved in numerous high value and complex arbitrations and mediations and which have involved parties from the Middle East, the Far East, Europe, America as well as domestically covering a wide range of subject matter. I have been active in accepting appointments as mediator since the beginning of 2016 and recent appointments have included: shareholder and partnership disputes, a cross-border dispute regarding a distributorship agreement, multimillion euro claim concerning quality of goods, a construction dispute, disputes involving GP practices and landlord and tenant disputes, including one involving a tied tenancy to a public house","Experience has taught me that no matter how complex a dispute may be and no matter how entrenched people are it is nearly always possible for participants to achieve a resolution through mediation. I am a very good listener and I work hard to ensure the participants have confidence in me as a mediator and in the process, whilst maintaining neutrality. It is important that participants understand that it is their process and their solution. As part of the process, I work with the participants to assist them in considering the key underlying issues of the problem in front of them and to identify their real objectives so they can move towards their own solutions.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.445977,2024-05-26T09:44:17.445988
218,John Miles,julia27@andrade.com, Commercial disputes particularly Energy and Natural Resources LCIA and UNCITRAL Arbitrator LanguagesEnglish, CEDR Accredited Mediator - 1993 Solicitor of the Senior Courts of England & Wales – Admitted 2010 ,"John has experience advising both governments and the private sector in relation to Energy and Natural Resources, Fraud and Dispute resolution generally. He has represented a number of governments including Brunei, Tanzania, Nigeria, Ethiopia, Egypt, Sudan and Uganda and State corporations from India and China in both arbitration and litigation.He has acted as a commercial arbitrator and as an expert under expert determination provisions. He has trained government officials from Somalia and Ethiopia in capacity building programmes and worked for the World Bank, making a diagnostic review of Lesothan legal systems. He ran the Denton Hall offices in Beijing (1989-98) and Cairo (1998-2001) and was a director of the ASX listed gold mining company Artemis Resources between 2006 and 2010.In the context of arbitration he has appeared as a lawyer before Tribunals of the ICC in London and Paris, Tribunals of LMAA, LCIA, FOSFA and ad hoc in London and Tribunals in Stockholm, Dar-es-Salaam, Zurich and Geneva. He has appeared as a witness of fact before a Tribunal in Oslo and as an expert witness before a Tribunal in Rotterdam and a court in Rome.","Very formal in setting up the Mediation ensuring the parties understand the possibilities and limitations in the process. Allow the parties, once the process has commenced, to express themselves fully with little intervention.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.447095,2024-05-26T09:44:17.447105
219,Jonathan Arkush,petersonjesse@yahoo.com,"Commercial and chancery disputes with an emphasis on contract, real property, contested probate, inheritance, family provision and estates and trustsLanguagesEnglish, with a working knowledge of French and Hebrew","Accredited by ADR Group in 2000Member, Mediator panels of the Chancery Bar Association, Property Bar Association, Association of Contested Trust & Probate Practitioners (ACTAPS) and Dispute Mediation Ltd.Recipient of the ADRg Award in 2006 for contribution to ADR and cited as one of the group’s most successful mediators.Author of the chapter Landlord and Tenant Disputes in ADR and Commercial Disputes (Sweet & Maxwell).","Practising Barrister with over 30 years’ experience in every level of courtMediator with 17 years’ experience, having conducted over 300 mediationsPart-time judicial office holder since 2003 as Deputy Chancery Master in the High Court","Careful listener but keeping a firm grasp of the issues, personalities and dynamics of the dispute. Always looking for constructive solutions, including new outcomes that the parties may not have considered previously. Has learned from judicial experience the values of respect for people of all types and the need to find ways through the dispute that give as much justice as possible as between the parties and their rival positions","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.448201,2024-05-26T09:44:17.448211
220,Jonathan Lux,whitelogan@bernard.com,"International Commercial DisputesBankingPropertyConstruction/EngineeringNeighbour/Community,Professional NegligencePersonal InjuryCorporate/InsolvencyShareholder disputesDirectors dutiesPartnership disputesCommercial FraudMaritime DisputesLanguagesEnglish, French, German","Mediator accreditations: Academy of Experts; ADR Net; CEDR, International Mediation Institute (IMI)Fellow: Chartered Institute of ArbitratorsMember: LMAA/Baltic Exchange Panel of Mediators; British Academy of Experts; International Bar Association (IBA); Supporting Members Liaison Committee, London Maritime Arbitrators Association; Association of Average Adjustors; former Council member of British Chamber of Commerce, GermanyPanels of Mediators and Arbitrators: ADR Group, CIArb Mediation Panel, CEDR, China Maritime Arbitration Commission (CMAC); China International Economic and Trade Arbitration Commission (CIETAC); German Maritime Arbitration Association (GMAA); Hong Kong International Arbitration centre (HKIAC); Hungarian Chamber of Commerce and Industry; Shanghai Arbitration Commission; Shanghai International Arbitration Shipping Arbitration Court; Singapore International Arbitration Centre, Singapore Chamber of Maritime Arbitration, Singapore Mediation Centre, Kuala Lumpur Regional Centre for Arbitration and MediationDetails of the company/institution who accredited them as a mediatorYear they qualified as a mediator ","Most of my career has been involved with mediation and arbitration, with impressive results for my clients. I am well known for bringing cases to a successful conclusion at an early stage, saving substantial costs. Solicitor/Partner with leading international commercial and shipping law firm Ince & Co for 37 years, where he was Joint Head of Arbitration and Mediation Group Co-author of “ADR and Commercial Disputes” and contributor to IBA e-book “Mediation Techniques” LLB (Hons) degree and University Exhibition from Nottingham University; Master’s degree obtained from the University of Aix Marseilles (via French Government Scholarship) Called to the Bar 2013 Participated in program on Negotiation at Harvard Law School Executive Education Course – June 2016; Published articles in the UK Mediation Journal; and Lecturer on International Commercial Arbitration to LLM students at Nottingham University.",Jonathan’s mediation style has been described as ‘robustly facilitative’. He can be a paragon of patience and is empathetic but he is not afraid to act as devil’s advocate – to shake the tree and see what drops – when occasion demands.,"[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.450368,2024-05-26T09:44:17.450380
221,Dr. Khaled Hamid Chowdhury,megan49@yahoo.com," Civil and commercial, land, labor, employment, construction, banking and family law matters   Profession  Advocate, Appellate Division, Supreme Court of Bangladesh   Arbitrator & Adjudicator  Accredited Mediator and Master Trainer  Global Faculty, ADR ODR International,  Head of Laws, London College of Legal Studies (South)    Country of Practice   Bangladesh   Languages  English and Bengali ",Accredited Mediator CEDR (Centre for Effective Dispute Resolution) since July 2014.A Panel Member of BIAC (Bangladesh International Arbitration Centre) as an accredited Mediator and Arbitrator since 2014. Empanelled Arbitrator and Mediator of AIAC (Asian International Arbitration Centre) since December 2016.Fellow of CIArb (The Chartered Institute of Arbitrators) since March 2017.Accredited Mediator at ADR ODR International since 2018.Associate Arbitrator at ADR ODR International since 2019.,"Regularly exercising right of audience in the Supreme Court of Bangladesh since 1996.Experience as an arbitrator and mediator in a number of domestic and international arbitrations in commercial, business, finance and other civil matters.", A combination of facilitative and evaluative elements is best suited. It should be ascertained whether or not the situation demands an evaluative approach. It is also important to empower each of the parties and encourage them to recognise the other party’s point of view. ,"[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.451229,2024-05-26T09:44:17.451240
222,The Hon. Dame Linda Dobbs,stacy49@hotmail.com,Civil/commercial mediation/negotiationCase ManagementLanguagesEnglish,ADR Group accredited civil-commercial mediatorADR/ODR cADRe expert,LPD Consulting 2013 to presentHigh Court Judge (Queens Bench Division) 2004 – 2013Barrister 1981 – 2004. (QC 1998),"Having dealt with clients and litigants from all backgrounds, I have a good insight into human nature and behavior. I am flexible and adaptable in approach to suit the client’s needs. Strong case management skills enable me to identify the important issues so that the process is focused and effective.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.452174,2024-05-26T09:44:17.452186
223,Lubna Abbasi,kevin27@cobb-khan.com,Civil/Commercial disputesAll Common LawLanguagesEnglish and Urdu,Member of the Bar of England and Wales.Member of the Honorable Society of Lincoln’s InnMember of the Law Society of England and WalesCivil Mediation CouncilADR-ODR International,Academic QualificationBA (Hons) Law with SociologyBar Vocational CourseLLM Criminal JusticeQualified Lawyers Transfer TestProfessional Qualification5 – day 40 hours Civil/Commercial Mediation Training Course – ADR-ODR International,"I am a dual qualified Barrister, practicing Solicitor and Mediator. I have a wealth of knowledge diffusing volatile situations by using mediation within the criminal justice system, which has allowed me to bring a unique approach to the field of civil/commercial mediation. I approach mediation with a pragmatic understanding of what is needed by the parties during which can often be a very difficult and emotive time for those involved. Whilst being future focused I am an active listener who appreciates and adopts William Ury’s idea of the ‘Power of Listening’ as an essential part of the communication process. It has often been said by my colleagues that I possess the ability to create empathy, which often allows the parties to feel relaxed and cooperative.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.453968,2024-05-26T09:44:17.453980
224,Nicola Wallace??,monicacombs@gmail.com,Family MediationAll commercial disputes. Particular expertise in Art & Heritage disputesLanguagesEnglish,Accredited ADR Group Commercial MediatorAccredited RICS MediatorWIPO appointed neutral mediator for Art & Heritage disputesMember of Art Resolve www.artresolve.org.ukMember of PAIAM (Professional Advisors to the International Art Market)June 2016: Harvard Law School: Advanced Mediation – Mediating Complex Disputes,"Having first qualified as a solicitor and becoming a Partner in 1998, Nicola transferred to the Bar in 2006.","With over 25 years of experience, Nicola’s legal background enables her to build the confidence and trust of parties in order to deal effectively with a wide range of disputes. Through mediating within the most complex and intractable high net worth family financial and children disputes and international cases, Nicola has developed the highest standard of communication skills. With careful attention to detail and tenacity, Nicola facilitates optimum conditions for a successful mediation. She has a natural empathy and sensitivity to nuance.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.455125,2024-05-26T09:44:17.455137
225,Paul Millett LL.B MCIArb,patrick14@bridges.com,"I was a corporate and commercial solicitor for over 30 years and led on a variety of transactions, in particular in the retail and leisure industries. I was a partner in a Top 60 law firm and for the last 11 of them was its managing partner. I have gained considerable legal and management experience as a result and draw on both when I am mediating. My mediation experience includes:- a dispute between a restaurant and a neighbour in connection with a fire started in the restaurant-partnership disputes-shareholder disputes-disputes between employers and employees-warranty and indemnity claims amongst business buyers and sellers-professional negligence claims-contract disputes including under PFI-Inheritance ( Provision for Family and Dependents) Act claims-taxation related disputes-regulatory related claimsLanguagesEnglish ",CEDR qualified mediator 2013Member of the chartered institute of arbitratorsMember of the association of partnership practitioners CEDR ADR Official,Qualified as a solicitor in 1986Managing partner Finers Stephens Innocent/Howard Kennedy from 2006 to 2017,I have been both a lawyer and a business manager. Having led transactions as well as having been at mediations for a party I know that being overly legalistic will get in the way of a deal. I will look first at the commercial issues that keep the parties apart and test them using both my business and legal experience. I am known for taking a pragmatic approach to seemingly intractable problems. I work in a calm and relaxed manner but keep a firm and effective grip on the issues that need tackling. I keep in mind that the objective of the mediation is for the parties to reach agreement and avoid expensive and stressful litigation.,"[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.456452,2024-05-26T09:44:17.456465
226,Lord Peter Hain,gregory72@french.com,Civil-Commercial MediationPolitical NegotiationcADRe ExpertLanguagesEnglish,ADR-ODR International cADRe ExpertADR Group Accredited Civil & Commercial Mediator,"I was a cabinet and government Minister for twelve years from 1997, including: Secretaries of State for Work and Pensions, Northern Ireland and Wales. I was Leader of the House of Commons; Foreign Minister (Africa, Middle East, South Asia, UN); Europe Minister; Energy Minister. I have chaired the United Nations Security Council and negotiated two UN Treaties on nuclear non-proliferation and ‘’blood’ diamonds. I negotiated a draft European Treaty reported by European media in 2003 as a ‘victory for the UK’. I was also a member of the House of Lords November from 2015; Member of Parliament 1991 – 2015. Non-Executive Director 2013- current. BSc (Econ) (1973), MPhil (1980). As an MP, I helped resolve difficult disputes between constituents and statutory authorities; between companies and government; between workers and employers; and sometimes disputes between neighbours. As a national trade union official for 14 years, I was involved in pay and other negotiations, mostly reaching settlements but on occasion ending in disputes and strikes which then had to be resolved.","With nearly fifty years in politics from UK Cabinet Minister to anti-apartheid campaigner, I have extensive experience of dispute resolution, problem solving, diplomacy, negotiation and conflict resolution, including in Northern Ireland securing the historic settlement of 2007 under which bitter old enemies shared government together. A former trade union national officer and current Non-Executive Director, I also have business and industrial relations experience.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.458330,2024-05-26T09:44:17.458342
227,Rachael Bicknell,conradamanda@garcia-perez.com,"Areas of expertise  Commercial or business disputes Construction disputes Director, shareholder and partnership disputes Family business disputes Financial services Insolvency disputes Landlord and tenant Professional negligence Property, land and telecoms disputes Workplace conflictsCountry of Practice Scotland / UKLanguagesEnglish","Rachael is an experienced mediator and negotiator. She founded Squaring Circles, a specialist dispute resolution business based in Edinburgh, and winner of the UK National Mediation Awards Newcomer of the Year Award 2020, in October 2019. Prior to that she practised as a dispute resolution solicitor for 12 years in two of the UK’s most successful premium law firms, representing negotiating parties in mediations and solicitor to solicitor negotiations of civil and commercial disputes ranging in value from tens of thousands to multimillion pound claims. Rachael combines her legal expertise with specialist training in advanced negotiation to provide “in person” and online mediation. She teaches negotiation skills on the Online LLM in Dispute Resolution at the University of Aberdeen and is an accredited specialist in Professional Negligence Law by the Law Society of Scotland.","Rachael is an experienced mediator and negotiator. She founded Squaring Circles, a specialist dispute resolution business based in Edinburgh, and winner of the UK National Mediation Awards Newcomer of the Year Award 2020, in October 2019. Prior to that she practised as a dispute resolution solicitor for 12 years in two of the UK’s most successful premium law firms, representing negotiating parties in mediations and solicitor to solicitor negotiations of civil and commercial disputes ranging in value from tens of thousands to multimillion pound claims. Rachael combines her legal expertise with specialist training in advanced negotiation to provide “in person” and online mediation. She teaches negotiation skills on the Online LLM in Dispute Resolution at the University of Aberdeen and is an accredited specialist in Professional Negligence Law by the Law Society of Scotland.","“Rachael’s professionalism, teamed with obvious empathy, patience and great skill was impressive” “Rachael is a highly skilled and knowledgeable mediator” “Rachael showed amazing patience and resolve” ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.460081,2024-05-26T09:44:17.460093
228,Rahim Shamji,ethan26@powell-taylor.com,"Civil Commercial, Family Business, Hybrid, Workplace - ODR expert and International ConflictLanguagesEnglish, Gujarati, Hindi",The Bar Council of England and Wales 2000 Singapore International Mediation Institute (SIMI)International Mediation and Conciliation Programme Qualified in 2005 as a mediator.,Founder & Chief Executive – ADR ODR International Barrister – Hardwicke ChambersDirector of Education and Training – 2011 – 2016Harvard – Programme on Negotiation – Master class – 2014,"I have been mediating since 2005 and have a wide civil/commercial practice where I have undertaken over 500 cases in that time. I regularly undertake complex multi- disciplinary and multi-party cases. I always approach my mediations with a strong sense of neutrality and confidentiality to ensure that I gain the parties’ trust and confidence in the process. I have a keen interest in the cross-cultural issues that can often become a barrier to settlement. As the lead faculty member for ADR ODR International I am always refining new techniques to ensure that parties feel that the process has served their interests. I work extremely hard to ensure that I listen to what the parties need, which I feel is vital in reaching a meaningful settlement. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.461458,2024-05-26T09:44:17.461469
